,ALT,BRPR_1,BRPR_2,BRPR_3,BRPR_4,BRPR_5,BRPR_6,BRPR_7,BRPR_8,BRWHSP_1,BRWHSP_2,BRWHSP_3,BRWHSP_4,BRWHSP_5,BRWHSP_6,BRWHSP_7,BRWHSP_8,milliseconds,Time,phase
557,320.0,90.625,88.8125,88.8125,88.8125,74.3125,72.5,74.3125,70.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139000.0,2025-01-02 18:06:23,takeoff
561,320.0,88.8125,90.625,90.625,90.625,74.3125,74.3125,72.5,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,2025-01-02 18:06:24,takeoff
565,320.0,90.625,90.625,88.8125,88.8125,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141000.0,2025-01-02 18:06:25,takeoff
569,320.0,90.625,90.625,88.8125,88.8125,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142000.0,2025-01-02 18:06:26,takeoff
573,320.0,90.625,92.4375,90.625,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143000.0,2025-01-02 18:06:27,takeoff
577,320.0,90.625,90.625,90.625,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144000.0,2025-01-02 18:06:28,takeoff
581,320.0,90.625,90.625,90.625,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000.0,2025-01-02 18:06:29,takeoff
585,320.0,90.625,90.625,88.8125,88.8125,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146000.0,2025-01-02 18:06:30,takeoff
589,320.0,90.625,90.625,88.8125,92.4375,74.3125,74.3125,72.5,70.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147000.0,2025-01-02 18:06:31,takeoff
593,319.0,90.625,92.4375,90.625,90.625,74.3125,72.5,72.5,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148000.0,2025-01-02 18:06:32,takeoff
597,320.0,90.625,92.4375,88.8125,90.625,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149000.0,2025-01-02 18:06:33,takeoff
601,319.0,90.625,90.625,90.625,90.625,74.3125,72.5,74.3125,70.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,2025-01-02 18:06:34,takeoff
605,319.0,88.8125,88.8125,88.8125,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151000.0,2025-01-02 18:06:35,takeoff
609,320.0,88.8125,90.625,90.625,88.8125,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,2025-01-02 18:06:36,takeoff
613,320.0,90.625,90.625,88.8125,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.0,2025-01-02 18:06:37,takeoff
617,319.0,90.625,92.4375,88.8125,88.8125,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154000.0,2025-01-02 18:06:38,takeoff
621,320.0,88.8125,90.625,88.8125,90.625,74.3125,72.5,74.3125,70.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155000.0,2025-01-02 18:06:39,takeoff
625,320.0,90.625,90.625,90.625,90.625,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156000.0,2025-01-02 18:06:40,takeoff
629,321.0,90.625,90.625,90.625,90.625,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157000.0,2025-01-02 18:06:41,takeoff
633,321.0,90.625,90.625,90.625,90.625,74.3125,74.3125,74.3125,70.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158000.0,2025-01-02 18:06:42,takeoff
637,321.0,90.625,92.4375,92.4375,90.625,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159000.0,2025-01-02 18:06:43,takeoff
641,321.0,90.625,92.4375,90.625,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,2025-01-02 18:06:44,takeoff
645,321.0,92.4375,90.625,90.625,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161000.0,2025-01-02 18:06:45,takeoff
649,320.0,90.625,92.4375,90.625,90.625,74.3125,70.6875,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162000.0,2025-01-02 18:06:46,takeoff
653,321.0,92.4375,90.625,92.4375,92.4375,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163000.0,2025-01-02 18:06:47,takeoff
657,320.0,92.4375,92.4375,90.625,90.625,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164000.0,2025-01-02 18:06:48,takeoff
661,320.0,92.4375,92.4375,92.4375,92.4375,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165000.0,2025-01-02 18:06:49,takeoff
665,319.0,92.4375,92.4375,92.4375,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166000.0,2025-01-02 18:06:50,takeoff
669,321.0,90.625,92.4375,90.625,92.4375,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167000.0,2025-01-02 18:06:51,takeoff
673,321.0,92.4375,92.4375,90.625,90.625,74.3125,72.5,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,2025-01-02 18:06:52,takeoff
677,320.0,90.625,92.4375,92.4375,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169000.0,2025-01-02 18:06:53,takeoff
681,321.0,92.4375,92.4375,92.4375,92.4375,76.125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,2025-01-02 18:06:54,takeoff
685,320.0,92.4375,92.4375,90.625,92.4375,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171000.0,2025-01-02 18:06:55,takeoff
689,320.0,92.4375,92.4375,92.4375,92.4375,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172000.0,2025-01-02 18:06:56,takeoff
693,320.0,92.4375,92.4375,92.4375,92.4375,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173000.0,2025-01-02 18:06:57,takeoff
697,320.0,92.4375,92.4375,92.4375,92.4375,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174000.0,2025-01-02 18:06:58,takeoff
701,321.0,92.4375,94.25,92.4375,92.4375,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0,2025-01-02 18:06:59,takeoff
705,321.0,92.4375,92.4375,92.4375,92.4375,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176000.0,2025-01-02 18:07:00,takeoff
709,320.0,92.4375,92.4375,92.4375,92.4375,76.125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177000.0,2025-01-02 18:07:01,takeoff
713,320.0,92.4375,92.4375,90.625,92.4375,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178000.0,2025-01-02 18:07:02,takeoff
717,321.0,88.8125,90.625,90.625,88.8125,76.125,74.3125,72.5,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179000.0,2025-01-02 18:07:03,takeoff
721,321.0,90.625,90.625,88.8125,88.8125,76.125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,2025-01-02 18:07:04,takeoff
725,321.0,90.625,90.625,88.8125,88.8125,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181000.0,2025-01-02 18:07:05,takeoff
729,322.0,90.625,92.4375,88.8125,90.625,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182000.0,2025-01-02 18:07:06,takeoff
733,321.0,90.625,90.625,90.625,88.8125,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183000.0,2025-01-02 18:07:07,takeoff
737,321.0,90.625,90.625,90.625,90.625,76.125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184000.0,2025-01-02 18:07:08,takeoff
741,321.0,90.625,92.4375,88.8125,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185000.0,2025-01-02 18:07:09,takeoff
745,321.0,90.625,90.625,90.625,90.625,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186000.0,2025-01-02 18:07:10,takeoff
749,321.0,92.4375,92.4375,90.625,90.625,74.3125,72.5,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187000.0,2025-01-02 18:07:11,takeoff
753,321.0,90.625,90.625,92.4375,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188000.0,2025-01-02 18:07:12,takeoff
757,321.0,90.625,92.4375,90.625,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189000.0,2025-01-02 18:07:13,takeoff
761,322.0,90.625,90.625,92.4375,92.4375,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,2025-01-02 18:07:14,takeoff
765,320.0,92.4375,90.625,90.625,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191000.0,2025-01-02 18:07:15,takeoff
769,321.0,92.4375,92.4375,92.4375,92.4375,74.3125,74.3125,74.3125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192000.0,2025-01-02 18:07:16,takeoff
773,320.0,92.4375,92.4375,90.625,90.625,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193000.0,2025-01-02 18:07:17,takeoff
777,321.0,90.625,92.4375,90.625,92.4375,74.3125,74.3125,76.125,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194000.0,2025-01-02 18:07:18,takeoff
781,321.0,92.4375,92.4375,92.4375,92.4375,74.3125,72.5,76.125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195000.0,2025-01-02 18:07:19,takeoff
785,321.0,90.625,92.4375,92.4375,92.4375,74.3125,74.3125,74.3125,74.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196000.0,2025-01-02 18:07:20,takeoff
789,321.0,2510.313,2432.375,2387.063,2385.25,2387.063,2385.25,2416.063,2410.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197000.0,2025-01-02 18:07:21,takeoff
793,322.0,3045.0,3041.375,3041.375,3041.375,3046.813,3039.563,3045.0,3035.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198000.0,2025-01-02 18:07:22,takeoff
797,321.0,3064.938,3057.688,3061.313,3063.125,3064.938,3059.5,3063.125,3054.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199000.0,2025-01-02 18:07:23,takeoff
801,322.0,3077.625,3077.625,3074.0,3075.813,3079.438,3070.375,3075.813,3064.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,2025-01-02 18:07:24,takeoff
805,321.0,3077.625,3090.313,3074.0,3090.313,3090.313,3070.375,3086.688,3077.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201000.0,2025-01-02 18:07:25,takeoff
809,321.0,3099.375,3099.375,3097.563,3099.375,3090.313,3070.375,3086.688,3088.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202000.0,2025-01-02 18:07:26,takeoff
813,321.0,3108.438,3110.25,3106.625,3106.625,3104.813,3097.563,3104.813,3095.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203000.0,2025-01-02 18:07:27,takeoff
817,321.0,3121.125,3117.5,3117.5,3115.688,3117.5,3110.25,3115.688,3095.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204000.0,2025-01-02 18:07:28,takeoff
821,321.0,3128.375,3126.563,3124.75,3126.563,3124.75,3117.5,3121.125,3113.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205000.0,2025-01-02 18:07:29,takeoff
825,321.0,3128.375,3126.563,3124.75,3132.0,3130.188,3122.938,3121.125,3119.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206000.0,2025-01-02 18:07:30,takeoff
829,321.0,3128.375,3141.063,3124.75,3141.063,3130.188,3122.938,3133.813,3119.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207000.0,2025-01-02 18:07:31,takeoff
833,321.0,3148.313,3141.063,3144.688,3146.5,3130.188,3122.938,3141.063,3119.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208000.0,2025-01-02 18:07:32,takeoff
837,320.0,3153.75,3151.938,3150.125,3150.125,3144.688,3122.938,3142.875,3119.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209000.0,2025-01-02 18:07:33,takeoff
841,320.0,3155.563,3155.563,3150.125,3150.125,3148.313,3142.875,3148.313,3137.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210000.0,2025-01-02 18:07:34,takeoff
845,320.0,3161.0,3159.188,3161.0,3159.188,3150.125,3144.688,3148.313,3141.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211000.0,2025-01-02 18:07:35,takeoff
849,320.0,3162.813,3164.625,3161.0,3162.813,3153.75,3144.688,3151.938,3142.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212000.0,2025-01-02 18:07:36,takeoff
853,320.0,3166.438,3166.438,3164.625,3164.625,3155.563,3150.125,3153.75,3142.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213000.0,2025-01-02 18:07:37,takeoff
857,320.0,3168.25,3166.438,3166.438,3164.625,3155.563,3150.125,3153.75,3146.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214000.0,2025-01-02 18:07:38,takeoff
861,321.0,3168.25,3166.438,3166.438,3170.063,3157.375,3151.938,3155.563,3146.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215000.0,2025-01-02 18:07:39,takeoff
865,322.0,3171.875,3170.063,3168.25,3170.063,3159.188,3151.938,3159.188,3146.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216000.0,2025-01-02 18:07:40,takeoff
869,321.0,3171.875,3171.875,3168.25,3170.063,3159.188,3153.75,3159.188,3150.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217000.0,2025-01-02 18:07:41,takeoff
873,322.0,3173.688,3171.875,3170.063,3171.875,3161.0,3155.563,3159.188,3150.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218000.0,2025-01-02 18:07:42,takeoff
877,321.0,3173.688,3173.688,3171.875,3171.875,3162.813,3155.563,3161.0,3151.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219000.0,2025-01-02 18:07:43,takeoff
881,322.0,3173.688,3173.688,3171.875,3173.688,3162.813,3157.375,3162.813,3151.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0,2025-01-02 18:07:44,takeoff
885,322.0,3177.313,3175.5,3173.688,3173.688,3164.625,3157.375,3162.813,3153.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221000.0,2025-01-02 18:07:45,takeoff
889,322.0,3175.5,3177.313,3173.688,3175.5,3166.438,3159.188,3164.625,3153.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222000.0,2025-01-02 18:07:46,takeoff
893,322.0,3179.125,3177.313,3175.5,3175.5,3166.438,3159.188,3164.625,3155.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223000.0,2025-01-02 18:07:47,takeoff
897,321.0,3179.125,3177.313,3175.5,3177.313,3166.438,3161.0,3164.625,3157.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224000.0,2025-01-02 18:07:48,takeoff
901,321.0,3179.125,3177.313,3175.5,3175.5,3166.438,3161.0,3166.438,3155.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225000.0,2025-01-02 18:07:49,takeoff
905,320.0,3179.125,3179.125,3175.5,3177.313,3168.25,3161.0,3168.25,3159.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226000.0,2025-01-02 18:07:50,takeoff
909,321.0,3179.125,3180.938,3175.5,3177.313,3168.25,3162.813,3170.063,3157.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227000.0,2025-01-02 18:07:51,takeoff
913,321.0,3179.125,3179.125,3177.313,3177.313,3170.063,3162.813,3170.063,3159.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228000.0,2025-01-02 18:07:52,takeoff
917,321.0,3180.938,3179.125,3177.313,3180.938,3170.063,3162.813,3168.25,3157.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229000.0,2025-01-02 18:07:53,takeoff
921,321.0,3180.938,3180.938,3179.125,3180.938,3171.875,3166.438,3170.063,3161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0,2025-01-02 18:07:54,takeoff
925,322.0,3180.938,3180.938,3179.125,3180.938,3171.875,3164.625,3170.063,3161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,2025-01-02 18:07:55,takeoff
929,321.0,3182.75,3180.938,3179.125,3180.938,3171.875,3166.438,3170.063,3162.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232000.0,2025-01-02 18:07:56,takeoff
933,323.0,3182.75,3180.938,3179.125,3180.938,3171.875,3166.438,3170.063,3162.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233000.0,2025-01-02 18:07:57,takeoff
937,322.0,3184.563,3182.75,3180.938,3180.938,3171.875,3166.438,3171.875,3162.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234000.0,2025-01-02 18:07:58,takeoff
941,322.0,3182.75,3180.938,3180.938,3180.938,3173.688,3166.438,3170.063,3162.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235000.0,2025-01-02 18:07:59,takeoff
945,322.0,3182.75,3182.75,3180.938,3180.938,3173.688,3166.438,3171.875,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236000.0,2025-01-02 18:08:00,takeoff
949,321.0,3184.563,3182.75,3180.938,3182.75,3175.5,3168.25,3171.875,3162.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237000.0,2025-01-02 18:08:01,takeoff
953,320.0,3182.75,3182.75,3180.938,3182.75,3173.688,3168.25,3173.688,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238000.0,2025-01-02 18:08:02,takeoff
957,320.0,3184.563,3186.375,3182.75,3182.75,3173.688,3168.25,3173.688,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239000.0,2025-01-02 18:08:03,takeoff
961,322.0,3184.563,3184.563,3180.938,3182.75,3175.5,3166.438,3175.5,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,2025-01-02 18:08:04,takeoff
965,321.0,3184.563,3186.375,3182.75,3184.563,3175.5,3168.25,3175.5,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241000.0,2025-01-02 18:08:05,takeoff
969,322.0,3186.375,3186.375,3182.75,3182.75,3177.313,3170.063,3175.5,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242000.0,2025-01-02 18:08:06,takeoff
973,321.0,3186.375,3186.375,3182.75,3184.563,3177.313,3170.063,3175.5,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243000.0,2025-01-02 18:08:07,takeoff
977,321.0,3186.375,3186.375,3182.75,3184.563,3177.313,3166.438,3175.5,3166.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244000.0,2025-01-02 18:08:08,takeoff
981,320.0,3186.375,3186.375,3182.75,3184.563,3177.313,3171.875,3175.5,3164.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245000.0,2025-01-02 18:08:09,takeoff
985,321.0,3186.375,3186.375,3182.75,3186.375,3177.313,3171.875,3175.5,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246000.0,2025-01-02 18:08:10,takeoff
989,321.0,3186.375,3186.375,3184.563,3186.375,3177.313,3171.875,3175.5,3166.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247000.0,2025-01-02 18:08:11,takeoff
993,320.0,3186.375,3186.375,3184.563,3186.375,3177.313,3171.875,3175.5,3166.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248000.0,2025-01-02 18:08:12,takeoff
997,320.0,3188.188,3186.375,3186.375,3186.375,3177.313,3171.875,3175.5,3166.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249000.0,2025-01-02 18:08:13,takeoff
1001,320.0,3186.375,3186.375,3186.375,3186.375,3179.125,3171.875,3177.313,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,2025-01-02 18:08:14,takeoff
1005,321.0,3188.188,3188.188,3186.375,3186.375,3179.125,3171.875,3177.313,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251000.0,2025-01-02 18:08:15,takeoff
1009,321.0,3186.375,3188.188,3186.375,3186.375,3177.313,3171.875,3177.313,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252000.0,2025-01-02 18:08:16,takeoff
1013,320.0,3188.188,3188.188,3186.375,3186.375,3180.938,3171.875,3177.313,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253000.0,2025-01-02 18:08:17,takeoff
1017,320.0,3188.188,3188.188,3186.375,3186.375,3179.125,3171.875,3175.5,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,2025-01-02 18:08:18,takeoff
1021,320.0,3188.188,3188.188,3186.375,3188.188,3179.125,3173.688,3177.313,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255000.0,2025-01-02 18:08:19,takeoff
1025,320.0,3188.188,3190.0,3186.375,3188.188,3179.125,3173.688,3179.125,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256000.0,2025-01-02 18:08:20,takeoff
1029,319.0,3190.0,3190.0,3186.375,3186.375,3180.938,3173.688,3179.125,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257000.0,2025-01-02 18:08:21,takeoff
1033,320.0,3190.0,3188.188,3186.375,3186.375,3180.938,3173.688,3177.313,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258000.0,2025-01-02 18:08:22,takeoff
1037,320.0,3190.0,3190.0,3186.375,3186.375,3182.75,3175.5,3179.125,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259000.0,2025-01-02 18:08:23,takeoff
1041,320.0,3190.0,3188.188,3186.375,3188.188,3179.125,3173.688,3179.125,3168.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260000.0,2025-01-02 18:08:24,takeoff
1045,320.0,3190.0,3188.188,3186.375,3188.188,3182.75,3175.5,3179.125,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261000.0,2025-01-02 18:08:25,takeoff
1049,321.0,3190.0,3190.0,3188.188,3190.0,3182.75,3171.875,3180.938,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262000.0,2025-01-02 18:08:26,takeoff
1053,321.0,3190.0,3190.0,3188.188,3188.188,3182.75,3173.688,3179.125,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263000.0,2025-01-02 18:08:27,takeoff
1057,321.0,3190.0,3191.813,3186.375,3188.188,3180.938,3173.688,3180.938,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264000.0,2025-01-02 18:08:28,takeoff
1061,321.0,3190.0,3191.813,3188.188,3188.188,3182.75,3175.5,3180.938,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265000.0,2025-01-02 18:08:29,takeoff
1065,320.0,3190.0,3190.0,3188.188,3188.188,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266000.0,2025-01-02 18:08:30,takeoff
1069,320.0,3190.0,3191.813,3188.188,3188.188,3182.75,3175.5,3180.938,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267000.0,2025-01-02 18:08:31,takeoff
1073,321.0,3190.0,3191.813,3188.188,3190.0,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268000.0,2025-01-02 18:08:32,takeoff
1077,319.0,3190.0,3191.813,3190.0,3188.188,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269000.0,2025-01-02 18:08:33,takeoff
1081,320.0,3191.813,3190.0,3188.188,3190.0,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270000.0,2025-01-02 18:08:34,takeoff
1085,322.0,3191.813,3191.813,3190.0,3191.813,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271000.0,2025-01-02 18:08:35,takeoff
1089,321.0,3191.813,3191.813,3190.0,3188.188,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272000.0,2025-01-02 18:08:36,takeoff
1093,321.0,3191.813,3191.813,3190.0,3190.0,3182.75,3175.5,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273000.0,2025-01-02 18:08:37,takeoff
1097,320.0,3190.0,3191.813,3190.0,3190.0,3182.75,3177.313,3180.938,3171.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274000.0,2025-01-02 18:08:38,takeoff
1101,320.0,3191.813,3191.813,3190.0,3191.813,3182.75,3177.313,3180.938,3170.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275000.0,2025-01-02 18:08:39,takeoff
1105,321.0,3191.813,3191.813,3190.0,3191.813,3182.75,3177.313,3180.938,3173.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276000.0,2025-01-02 18:08:40,takeoff
